"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"66","119.71447797523918","139.84196595252513","4.885003283440064","-0.3091067496263565","0.013000000000000012","0.013","0.013000000000000012","1300","0.0003605253265428943","0","0.0003605253265428943","0.0003605253265428943","","","true"
"67","294.60717576705196","137.30082830218439","5.11394299354881","-0.3058889857295697","0.05940000000000001","0.04959999999999998","0.0692","1300","0.00026327853549693746","0","0.00026327853549693746","0.00026327853549693746","67_68:0.008993001270174217;67_66:0.010035942713155527","67_68:660;67_66:660","true"
"68","233.19051367584973","28.433660325217886","4.743755986637629","-0.31111458963233274","0.03550000000000009","0.03820000000000001","0.0328","1300","0.0002216120133288696","0","0.0002216120133288696","0.0002216120133288696","","","true"
"69","233.8636691736318","130.8133380588064","5.117688308169659","-0.3044028997353383","0.010800000000000032","0.0096","0.01200000000000001","1300","0.00028540796468443954","0","0.00028540796468443954","0.00028540796468443954","69_68:0.007105720872299298;69_70:0.009614301175711382","69_68:660;69_70:660","true"
"70","257.9851223370511","189.32678358685123","4.898861335636608","-0.3082399407301921","0.07650000000000001","0.0726","0.08040000000000003","1300","0.0005694771069422503","0","0.0005694771069422503","0.0005694771069422503","","","true"
"71","262.73546388942214","311.7099711405568","4.7882496146687785","-0.3094663460422399","0.014100000000000001","0.015","0.01319999999999999","1300","0.00013499835202228892","0","0.00013499835202228892","0.00013499835202228892","","","true"
"72","75.50123761346435","125.93638544075027","5.059271507650144","-0.2985458699744989","0.040000000000000036","0.043333333333333335","0.036666666666666625","1300","0.0018586494599285208","0","0.0018586494599285208","0.0018586494599285208","","","true"
"73","157.54977061791175","150.34015641882334","4.979584192352369","-0.307607369486609","0.009600000000000053","0.0074","0.011800000000000033","1300","0.00018025845875298222","0","0.00018025845875298222","0.00018025845875298222","73_66:0.00892930715569809","73_66:660","true"
"74","193.41998904013306","103.76893794309225","5.031462602993276","-0.3067427013413316","0.009099999999999997","0.009","0.009199999999999986","1300","0.000303754947126104","0","0.000303754947126104","0.000303754947126104","74_70:0.008412753044872351;74_89:0.007159016928703493","74_70:660;74_89:660","true"
"75","228.2168245974345","66.44620218217806","5.00608393105337","-0.30673349842246334","0.010399999999999965","0.008000000000000007","0.0128","1300","0.00025606711557117135","0","0.00025606711557117135","0.00025606711557117135","75_90:0.004955594573333472","75_90:660","true"
